timestamp,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,jetson_clocks,nvp model
2025-07-19 18:02:30,2025-07-19 18:02:30.952247,6:22:24.860000,12,10,17,7,0.517543981284307,0.0007855622573461986,0,0.0,4.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:31,2025-07-19 18:02:31.954331,6:22:25.860000,14,11,9,5,0.5175400194525938,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:32,2025-07-19 18:02:32.956109,6:22:26.860000,12,8,15,10,0.5173736225206362,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:33,2025-07-19 18:02:33.957783,6:22:27.860000,16,10,14,5,0.5174152217536255,0.0007855622573461986,0,0.0,9.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,36.5,36.0,38.25,OFF,MAXN
2025-07-19 18:02:34,2025-07-19 18:02:34.958822,6:22:28.860000,13,10,10,10,0.5176034087600061,0.0007855622573461986,0,0.0,9.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.0,37.0,36.5,38.25,OFF,MAXN
2025-07-19 18:02:35,2025-07-19 18:02:35.960946,6:22:29.860000,13,8,13,8,0.5176034087600061,0.0007855622573461986,0,0.0,32.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,36.5,36.0,38.0,OFF,MAXN
2025-07-19 18:02:36,2025-07-19 18:02:36.962650,6:22:30.860000,11,10,10,8,0.5175994469282929,0.0007855622573461986,0,0.0,24.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.5,36.5,36.0,37.75,OFF,MAXN
2025-07-19 18:02:37,2025-07-19 18:02:37.964443,6:22:31.870000,11,7,13,8,0.5174805919768946,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-19 18:02:38,2025-07-19 18:02:38.966163,6:22:32.870000,15,12,14,12,0.5176707598991318,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,45.0,39.5,36.5,36.0,38.0,OFF,MAXN
2025-07-19 18:02:39,2025-07-19 18:02:39.967884,6:22:33.870000,12,11,17,7,0.5176212370027158,0.0007855622573461986,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:40,2025-07-19 18:02:40.969602,6:22:34.870000,10,9,16,6,0.5174984202196043,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,37.75,OFF,MAXN
2025-07-19 18:02:41,2025-07-19 18:02:41.970597,6:22:35.870000,9,9,17,9,0.5178054621773831,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.5,38.25,OFF,MAXN
2025-07-19 18:02:42,2025-07-19 18:02:42.972234,6:22:36.870000,10,12,15,9,0.5176945308894114,0.0007855622573461986,0,0.0,2.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:43,2025-07-19 18:02:43.974302,6:22:37.870000,10,10,14,7,0.5174330499963353,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.5,38.0,OFF,MAXN
2025-07-19 18:02:44,2025-07-19 18:02:44.976079,6:22:38.880000,10,9,14,9,0.5175558667794468,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.5,38.25,OFF,MAXN
